City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
349,Tual,ID,-5.6667,132.75,84.33,73,80,6.11,broken clouds
350,Ajaccio,FR,42.0,8.9167,64.45,68,0,2.3,clear sky
351,La Ronge,CA,55.1001,-105.2842,35.85,55,100,14.97,overcast clouds
352,Aklavik,CA,68.2191,-135.0107,26.6,86,75,9.22,broken clouds
353,Bubaque,GW,11.2833,-15.8333,79.61,79,100,9.4,moderate rain
354,Xining,CN,36.6167,101.7667,54.99,27,0,3.91,clear sky
355,Carlsbad,US,33.1581,-117.3506,66.09,92,0,4.61,clear sky
356,Camacha,PT,33.0833,-16.3333,67.42,78,20,12.66,few clouds
357,Severo-Kurilsk,RU,50.6789,156.125,48.85,93,100,20.96,light rain
358,Nanortalik,GL,60.1432,-45.2371,34.72,68,100,7.61,overcast clouds
359,Castlemaine,AU,-37.0667,144.2167,56.98,73,60,1.34,broken clouds
360,Kampene,CD,-3.6,26.6667,81.45,57,100,2.35,overcast clouds
361,Praia,CV,14.9215,-23.5087,75.74,83,20,10.36,few clouds
362,Rawson,AR,-43.3002,-65.1023,46.2,87,59,7.67,broken clouds
363,Santa Maria,BR,-29.6842,-53.8069,51.75,98,40,1.36,scattered clouds
364,Araouane,ML,18.9048,-3.5265,86.16,10,24,8.3,few clouds
365,Marneuli,GE,41.4759,44.8089,61.54,86,100,3.36,overcast clouds
366,Mitchell,US,43.7094,-98.0298,29.1,64,54,1.99,broken clouds
367,Kondinskoye,RU,59.6481,67.41,42.53,77,96,10.83,overcast clouds
368,Winnemucca,US,40.973,-117.7357,53.65,28,0,0.0,clear sky
369,Nguru,NG,12.8791,10.4526,87.78,17,8,12.28,clear sky
370,Beamsville,CA,43.1668,-79.4829,52.65,88,100,3.44,overcast clouds
371,Alofi,NU,-19.0595,-169.9187,73.29,88,40,6.91,scattered clouds
372,Kutum,SD,14.2,24.6667,81.52,16,8,14.61,clear sky
373,Niamey,NE,13.5137,2.1098,82.69,61,0,1.14,clear sky
374,Cockburn Town,TC,21.4612,-71.1419,81.36,74,91,9.6,overcast clouds
375,Ilulissat,GL,69.2167,-51.1,36.66,79,100,7.11,overcast clouds
376,Vardo,NO,70.3705,31.1107,44.58,87,0,10.36,clear sky
377,Sobral,BR,-3.6861,-40.3497,75.9,76,17,5.1,few clouds
378,Paamiut,GL,61.994,-49.6678,37.29,67,100,10.76,overcast clouds
379,Mokolo,CM,10.7398,13.8019,81.14,31,4,4.27,clear sky
380,Sidi Ali,DZ,36.0998,0.4206,78.57,41,99,5.82,overcast clouds
381,Kamenicky Senov,CZ,50.7736,14.4729,59.63,97,82,6.26,broken clouds
382,Tautira,PF,-17.7333,-149.15,76.06,85,79,21.25,light rain
383,Tambacounda,SN,13.7539,-13.7586,78.85,94,0,2.3,clear sky
384,Ballina,AU,-28.8667,153.5667,66.02,96,52,12.12,moderate rain
385,Madaoua,NE,14.073,5.96,87.04,16,6,12.35,clear sky
386,Montijo,PT,38.7067,-8.9739,68.58,87,75,3.44,broken clouds
387,Diego De Almagro,CL,-26.3667,-70.05,54.25,33,0,1.81,clear sky
388,Malyn,UA,50.7723,29.2383,51.67,46,57,11.3,broken clouds
389,Khorinsk,RU,52.1657,109.7726,40.68,32,23,2.91,few clouds
390,Kimbe,PG,-5.5502,150.1429,76.42,97,100,4.76,heavy intensity rain
391,Nyurba,RU,63.2842,118.3319,31.41,85,100,5.55,overcast clouds
392,Brae,GB,60.3964,-1.353,49.17,77,100,11.79,overcast clouds
393,Andros Town,BS,24.7,-77.7667,78.76,66,0,13.0,clear sky
394,Matadi,CD,-5.8167,13.45,82.6,67,80,4.76,broken clouds
395,Pipri,IN,19.8,75.5333,84.78,65,40,3.44,scattered clouds
396,Lat Yao,TH,15.751,99.7893,84.96,55,64,2.71,broken clouds
397,Kargasok,RU,59.0556,80.8572,43.21,63,100,5.28,overcast clouds
398,Babayurt,RU,43.6002,46.7789,58.66,61,100,12.19,overcast clouds
399,Hualmay,PE,-11.0964,-77.6139,60.24,90,21,8.52,few clouds
400,Stephenville,US,32.2207,-98.2023,61.25,87,40,10.36,scattered clouds
401,Grindavik,IS,63.8424,-22.4338,36.07,87,0,9.22,clear sky
402,Pacific Grove,US,36.6177,-121.9166,54.66,88,55,1.01,broken clouds
403,Cap Malheureux,MU,-19.9842,57.6142,76.46,68,34,7.0,scattered clouds
404,Cedar City,US,37.6775,-113.0619,52.39,46,0,5.75,clear sky
405,Otuzco,PE,-7.9,-78.5833,51.26,72,100,1.57,overcast clouds
406,Kysyl-Syr,RU,63.8986,122.7617,26.02,90,100,6.17,overcast clouds
407,Mayumba,GA,-3.432,10.6554,80.65,75,86,3.49,overcast clouds
408,Moyale,KE,3.5167,39.0584,70.12,73,100,11.12,light rain
409,Moron,AR,-34.6534,-58.6198,58.98,82,10,7.11,clear sky
410,Kurilsk,RU,45.2333,147.8833,55.56,90,70,13.53,broken clouds
411,Yenotayevka,RU,47.2456,47.0281,52.88,51,0,8.34,clear sky
412,Palm Coast,US,29.585,-81.2078,72.07,92,0,3.0,clear sky
413,Bolu,TR,40.6667,31.5833,52.36,92,100,4.05,overcast clouds
414,Varkaus,FI,62.3153,27.873,47.3,82,100,12.73,overcast clouds
415,Talnakh,RU,69.4865,88.3972,29.21,95,100,8.52,light snow
416,Harper,LR,4.375,-7.7169,77.94,83,84,2.51,light rain
417,Ginir,ET,7.1333,40.7,66.92,69,41,6.82,moderate rain
418,Nha Trang,VN,12.25,109.1833,84.2,67,100,10.36,overcast clouds
419,Fort Nelson,CA,58.8053,-122.7002,31.59,80,0,3.44,clear sky
420,Kloulklubed,PW,7.0419,134.2556,84.34,75,100,8.23,overcast clouds
421,Ahipara,NZ,-35.1667,173.1667,58.32,96,100,6.17,overcast clouds
422,Tamandare,BR,-8.7597,-35.1047,73.67,84,94,7.34,overcast clouds
423,Isangel,VU,-19.55,169.2667,75.51,82,61,6.4,broken clouds
424,Zhaotong,CN,27.3167,103.7167,57.72,49,24,8.19,few clouds
425,Rocha,UY,-34.4833,-54.3333,56.71,83,100,12.15,overcast clouds
426,Wilmington,US,34.2257,-77.9447,71.85,84,0,8.05,clear sky
427,Saint Pete Beach,US,27.7253,-82.7412,77.02,72,2,1.01,clear sky
428,Sibiti,CG,-3.6819,13.3499,76.6,81,72,2.8,light rain
429,Chuguyevka,RU,44.1653,133.8633,39.9,68,74,9.66,broken clouds
430,Rondonopolis,BR,-16.4708,-54.6356,81.37,36,99,3.58,overcast clouds
431,Ust-Ishim,RU,57.6935,71.1665,41.18,93,98,7.34,light rain
432,Kayes,ML,14.0,-11.0,78.46,70,3,5.3,clear sky
433,Isla Vista,US,34.4133,-119.861,64.83,85,32,5.03,scattered clouds
434,Inhambane,MZ,-23.865,35.3833,78.78,78,75,5.01,broken clouds
435,Pringsewu,ID,-5.3582,104.9744,83.98,73,99,5.12,light rain
436,Sungaipenuh,ID,-2.0833,101.3833,69.91,92,100,3.0,overcast clouds
437,Cabra,ES,37.4725,-4.4421,72.07,40,2,4.61,clear sky
438,Lorengau,PG,-2.0226,147.2712,80.62,82,95,6.55,light rain
439,Polovinnoye,RU,54.7914,65.9864,42.37,81,97,12.62,overcast clouds
440,Jacksonville,US,30.3322,-81.6556,71.02,87,0,0.0,clear sky
441,Mayya,RU,61.7333,130.2811,31.32,98,100,7.67,light snow
442,Sao Joao Del Rei,BR,-21.1356,-44.2617,58.41,80,65,2.91,broken clouds
443,Lebanon,US,36.2081,-86.2911,58.64,95,40,0.0,scattered clouds
444,Manutuke,NZ,-38.6833,177.9167,55.62,91,28,6.67,scattered clouds
445,Boissevain,CA,49.2306,-100.0559,27.1,67,13,3.42,few clouds
446,Saint-Joseph,RE,-21.3667,55.6167,77.38,76,24,12.5,few clouds
447,Port Hedland,AU,-20.3167,118.5667,89.65,27,0,18.41,clear sky
448,Kirakira,SB,-10.4544,161.9205,80.26,80,97,4.99,overcast clouds
449,Leninskoye,KZ,41.7589,69.3864,64.11,50,100,11.03,overcast clouds
450,Gamba,GA,-2.65,10.0,82.02,71,7,3.06,clear sky
451,Xaltianguis,MX,17.0667,-99.8333,68.95,95,100,2.68,overcast clouds
452,Xihe,CN,31.6864,113.4659,72.03,30,4,15.43,clear sky
453,Olafsvik,IS,64.8945,-23.7142,36.93,74,74,5.5,broken clouds
454,Beringovskiy,RU,63.05,179.3167,23.05,64,48,13.82,scattered clouds
455,Alipur,PK,29.3846,70.9116,98.58,9,0,11.12,clear sky
456,Bontang,ID,0.1333,117.5,83.95,77,54,5.57,broken clouds
457,Macamic,CA,48.7502,-78.9996,35.42,93,100,3.22,overcast clouds
458,Castelu,RO,44.25,28.3333,62.04,67,20,9.22,few clouds
459,Darnah,LY,32.767,22.6367,70.25,65,95,20.13,overcast clouds
460,Sinop,TR,41.7711,34.8709,54.32,97,100,2.64,overcast clouds
461,Nantucket,US,41.2835,-70.0995,60.15,94,0,5.75,clear sky
462,Dongsheng,CN,39.8161,109.9776,45.05,17,0,8.01,clear sky
463,Sri Aman,MY,1.2376,111.4621,80.65,89,40,5.99,scattered clouds
464,Jalu,LY,29.0331,21.5482,72.19,49,0,13.85,clear sky
465,Adrar,MR,20.5022,-10.0711,84.72,18,1,4.12,clear sky
466,Itoman,JP,26.1247,127.6694,73.78,94,75,13.8,shower rain
467,San Quintin,MX,30.4833,-115.95,66.29,92,23,6.89,few clouds
468,Yumen,CN,40.2833,97.2,63.03,10,0,2.95,clear sky
469,Trelew,AR,-43.249,-65.3051,45.45,89,72,6.96,broken clouds
470,Teya,RU,60.3778,92.6267,40.14,63,100,1.23,overcast clouds
471,Kalakamati,BW,-20.5929,27.3121,84.58,25,23,12.55,few clouds
472,Kalety,PL,50.5627,18.8926,64.22,67,0,8.05,clear sky
473,Lagoa,PT,39.05,-27.9833,65.19,65,50,37.74,light rain
474,Narvik,NO,68.4384,17.4272,44.01,98,100,5.08,overcast clouds
475,Cuiluan,CN,47.72,128.648,38.53,58,100,7.07,overcast clouds
476,Gwanda,ZW,-20.9333,29.0,80.33,39,5,13.94,clear sky
477,Seydi,TM,39.4816,62.9137,79.59,19,9,4.72,clear sky
478,Sivaki,RU,52.6333,126.75,35.46,43,6,11.36,clear sky
479,San Ramon,US,37.7799,-121.978,58.66,89,100,2.53,overcast clouds
480,Beloha,MG,-25.1667,45.05,91.47,23,5,6.33,clear sky
481,Kodinsk,RU,58.6881,99.1844,40.48,56,100,5.57,overcast clouds
482,Marzuq,YE,14.4,46.4667,81.52,29,2,12.3,clear sky
483,Vieste,IT,41.8825,16.175,68.94,64,0,7.45,clear sky
484,Nago,JP,26.5881,127.9761,73.83,90,100,9.78,light rain
485,Mount Gambier,AU,-37.8333,140.7667,56.14,64,14,7.74,few clouds
486,Keflavik,IS,64.0049,-22.5624,36.03,87,0,9.22,clear sky
487,Dali,CN,25.7,100.1833,58.19,79,96,3.76,overcast clouds
488,Artvin,TR,41.1667,41.8333,69.17,60,82,2.86,broken clouds
489,Tortoli,IT,39.9256,9.6572,70.66,68,0,0.85,clear sky
490,Naples,IT,40.8333,14.25,72.61,72,0,3.44,clear sky
491,Luwuk,ID,-0.9516,122.7875,84.27,76,100,2.98,overcast clouds
492,Kontagora,NG,10.3999,5.4695,78.22,52,81,3.22,broken clouds
493,Popondetta,PG,-8.7537,148.2534,76.03,92,100,2.84,overcast clouds
494,Scottsbluff,US,41.8666,-103.6672,33.3,60,5,1.01,clear sky
495,Marsa Matruh,EG,31.3525,27.2453,73.6,64,40,14.97,scattered clouds
496,Natal,BR,-5.795,-35.2094,75.42,83,20,9.22,few clouds
497,Kishapu,TZ,-3.6167,33.8667,82.65,37,9,10.18,clear sky
498,Liyang,CN,29.7057,118.2862,67.5,58,45,10.89,scattered clouds
499,Sorong,ID,-0.8833,131.25,84.81,72,71,8.99,broken clouds
500,Severnyy,RU,50.677,36.5532,44.64,65,0,2.24,clear sky
501,Kapoeta,SS,4.7717,33.5903,86.22,42,100,15.75,overcast clouds
502,Atherton,GB,53.5237,-2.4935,55.42,84,96,4.0,overcast clouds
503,Lakatoro,VU,-16.0999,167.4164,79.9,81,16,11.45,few clouds
504,Naryan-Mar,RU,67.6713,53.087,42.21,93,100,16.13,overcast clouds
505,Lufilufi,WS,-13.8745,-171.5986,76.78,80,20,21.7,light rain
506,Fairbanks,US,64.8378,-147.7164,36.09,88,100,1.01,overcast clouds
507,Ystad,SE,55.4297,13.8204,50.74,83,100,11.48,overcast clouds
508,Pasighat,IN,28.0667,95.3333,85.75,47,0,3.22,clear sky
509,Itabira,BR,-19.6192,-43.2269,56.86,87,1,2.48,clear sky
510,Atambua,ID,-9.1061,124.8925,82.49,66,100,0.92,overcast clouds
511,Qesarya,IL,32.5189,34.9046,84.96,56,0,15.3,clear sky
512,Tilichiki,RU,60.4667,166.1,24.19,67,82,3.69,broken clouds
513,Siavonga,ZM,-16.5382,28.7088,88.86,33,2,8.5,clear sky
514,Bibbiena,IT,43.6965,11.8135,64.6,71,3,2.28,clear sky
515,Champerico,GT,14.3,-91.9167,77.31,87,99,5.28,light rain
516,Labuhan,ID,-6.8844,112.2051,85.51,65,100,0.98,light rain
517,Pilar,BR,-9.5972,-35.9567,69.73,91,61,1.05,broken clouds
518,Asfi,MA,32.2994,-9.2372,70.81,72,0,1.32,clear sky
519,Acapulco,MX,16.8634,-99.8901,77.65,90,100,4.36,light rain
520,Naron,ES,43.5167,-8.1528,62.04,95,100,4.9,overcast clouds
521,Ambovombe,MG,-25.1667,46.0833,81.91,51,4,10.89,clear sky
522,Bonthe,SL,7.5264,-12.505,75.99,90,78,5.73,light rain
523,Bilibino,RU,68.0546,166.4372,-11.04,100,73,4.14,broken clouds
524,Eseka,CM,3.65,10.7667,78.26,88,93,1.32,light rain
525,Tonj,SS,7.2737,28.6822,73.44,84,100,7.76,overcast clouds
526,Aginskoye,RU,51.1,114.53,40.32,30,4,6.11,clear sky
527,Bosaso,SO,11.2842,49.1816,84.18,74,0,14.97,clear sky
528,Beyneu,KZ,45.3167,55.2,60.6,39,96,9.15,overcast clouds
529,Luganville,VU,-15.5333,167.1667,79.52,81,6,5.32,clear sky
530,Phan Thiet,VN,10.9333,108.1,82.63,77,73,7.92,broken clouds
531,Atyrau,KZ,47.1167,51.8833,57.22,47,0,13.42,clear sky
532,Arroyo,ES,41.6096,-4.7969,58.14,88,75,3.44,broken clouds
533,Muleba,TZ,-1.8397,31.6544,65.07,88,100,6.98,light rain
534,Troitskoye,RU,52.9821,84.6757,49.95,71,100,14.45,overcast clouds
535,Laukaa,RU,58.7372,29.8453,51.17,68,91,16.78,overcast clouds
536,Yerbogachen,RU,61.2767,108.0108,33.26,68,100,5.59,overcast clouds
537,Tondano,ID,1.3038,124.9112,80.69,81,94,2.3,overcast clouds
538,Curuguaty,PY,-24.4694,-55.6945,64.08,98,86,4.0,overcast clouds
539,Lincoln,US,40.8,-96.667,38.12,62,38,3.0,scattered clouds
540,Mukhen,RU,48.1,136.1,37.99,77,96,3.89,overcast clouds
541,Dryden,CA,49.7833,-92.7503,23.29,86,75,6.91,broken clouds
542,Mazatlan,MX,23.2167,-106.4167,80.91,82,1,1.99,clear sky
543,Bundaberg,AU,-24.85,152.35,67.21,91,100,10.36,overcast clouds
544,Tateyama,JP,34.9833,139.8667,73.49,85,100,19.77,overcast clouds
545,Buin,CL,-33.7333,-70.75,61.74,87,0,2.04,clear sky
546,Alizai,PK,33.5383,70.3462,80.92,16,0,5.91,clear sky
547,Belmonte,BR,-15.8631,-38.8828,70.9,90,73,3.42,broken clouds
548,Marasu,RO,44.85,27.9667,57.97,39,0,5.61,clear sky
549,Metsavan,AM,41.2016,44.2288,52.3,83,99,5.17,overcast clouds
550,Ca Mau,VN,9.1769,105.15,86.0,67,99,5.7,overcast clouds
551,Shetpe,KZ,44.1667,52.1167,55.99,29,99,9.13,overcast clouds
552,Marfino,RU,55.7028,37.3822,46.35,60,75,15.66,broken clouds
553,Owatonna,US,44.0839,-93.226,30.51,64,0,13.8,clear sky
554,Shelburne,CA,44.0787,-80.2041,45.75,85,99,5.5,overcast clouds
555,North Bend,US,43.4065,-124.2243,57.85,99,83,4.52,broken clouds
556,Sarangani,PH,5.4033,125.4636,84.27,73,100,10.4,moderate rain
557,Benevento,IT,41.2179,14.7464,64.74,45,0,3.36,clear sky
558,Aksarka,RU,66.5606,67.7975,40.59,81,32,7.11,scattered clouds
559,Sarakhs,IR,36.5449,61.1577,83.08,15,0,4.99,clear sky
560,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,75,75,4.47,broken clouds
561,Ayagoz,KZ,47.9714,80.4392,56.46,45,71,4.16,broken clouds
562,Balkanabat,TM,39.5108,54.3671,75.74,35,66,2.01,broken clouds
563,Qujing,CN,25.4833,103.7833,61.0,54,16,11.5,few clouds
564,Deputatskiy,RU,69.3,139.9,10.56,90,84,8.19,broken clouds
565,Kaka,TM,37.3482,59.6143,81.86,23,8,6.58,clear sky
566,Elbistan,TR,38.2059,37.1983,67.68,44,100,1.5,overcast clouds
567,Myitkyina,MM,25.3833,97.4,92.03,48,10,2.64,clear sky
568,Acarau,BR,-2.8856,-40.12,77.65,79,93,17.0,overcast clouds
569,Svetlaya,RU,46.5389,138.3297,44.8,50,60,8.86,broken clouds
570,Quelimane,MZ,-17.8786,36.8883,87.85,43,10,6.93,clear sky
571,Aykhal,RU,66.0,111.5,22.96,95,100,5.53,overcast clouds
572,Saint Anthony,US,45.0205,-93.218,33.53,64,57,3.0,broken clouds
573,Markova,UA,48.6758,24.4138,61.11,55,8,0.89,clear sky
574,Namatanai,PG,-3.6667,152.4333,81.9,78,66,11.18,light rain
575,Drovyanaya,RU,51.5833,113.0333,40.51,31,7,2.66,clear sky
576,Imbituba,BR,-28.24,-48.6703,63.55,96,68,3.36,broken clouds
577,Olga,RU,43.7444,135.2892,45.25,51,3,8.5,clear sky
578,Omboue,GA,-1.5746,9.2618,80.96,75,23,3.67,few clouds
579,Mugur-Aksy,RU,50.35,90.5,42.26,35,100,8.46,overcast clouds
580,Sale,MA,34.0389,-6.8166,74.64,88,20,0.0,few clouds
581,Santiago Del Estero,AR,-27.7951,-64.2615,68.68,44,100,12.62,light rain
582,Ishigaki,JP,24.3448,124.1572,78.57,86,100,24.18,overcast clouds
583,Itaituba,BR,-4.2761,-55.9836,72.59,99,100,1.16,overcast clouds
584,Husavik,IS,66.0449,-17.3389,37.69,87,100,3.62,overcast clouds
585,Ganzhou,CN,28.8184,115.4327,73.49,48,8,20.2,clear sky
586,Itacare,BR,-14.2775,-38.9967,69.67,90,74,2.75,broken clouds
587,Yangliuqing,CN,39.1375,116.9997,58.95,12,0,9.64,clear sky
588,Lublin,PL,51.0,23.0,58.59,64,80,8.7,broken clouds
589,Strzelce Krajenskie,PL,52.8773,15.5298,59.94,81,100,9.26,overcast clouds
590,Nizwa,OM,22.9333,57.5333,92.86,10,100,5.5,overcast clouds
591,Turukhansk,RU,65.8167,87.9833,33.89,73,99,4.47,overcast clouds
592,Alta Floresta,BR,-9.8756,-56.0861,70.81,84,100,2.82,overcast clouds
593,Dire Dawa,ET,9.5931,41.8661,81.59,37,6,8.7,clear sky
594,Gazojak,TM,41.1875,61.4036,75.13,26,12,8.95,few clouds
595,Abut,PH,17.3523,121.6036,86.41,69,71,3.96,broken clouds
596,Wajima,JP,37.4,136.9,64.29,82,100,14.92,overcast clouds
597,Nishihara,JP,26.1842,127.7558,73.06,94,75,13.8,shower rain
598,Puerto Asis,CO,0.5133,-76.5007,68.04,99,100,0.87,overcast clouds
599,Rapid Valley,US,44.0625,-103.1463,40.37,52,100,3.0,overcast clouds
600,Russell,US,32.3502,-85.1999,58.01,69,97,3.94,overcast clouds
601,Palauig,PH,15.435,119.9045,83.41,77,64,8.52,broken clouds
602,Noumea,NC,-22.2763,166.4572,75.18,73,100,4.94,overcast clouds
603,Kupang,ID,-10.1667,123.5833,91.98,55,40,14.97,scattered clouds
604,Stolin,BY,51.8912,26.846,57.25,63,50,8.63,scattered clouds
605,Alangayam,IN,12.6,78.75,82.89,63,77,7.29,broken clouds
606,San Antonio,US,29.4241,-98.4936,71.35,84,75,10.36,broken clouds
607,Kang,BW,-23.6752,22.7876,73.67,52,99,5.88,overcast clouds
608,Zubtsov,RU,56.1753,34.5894,47.01,83,100,15.03,overcast clouds
609,Mizdah,LY,31.4451,12.9801,66.69,68,2,6.8,clear sky
610,Babol,IR,36.5513,52.679,78.33,63,100,7.65,overcast clouds
611,Taitung,TW,22.7583,121.1444,79.07,94,75,6.91,broken clouds
612,Sur,OM,22.5667,59.5289,88.95,29,100,7.49,overcast clouds
613,Hazorasp,UZ,41.3194,61.0742,69.64,28,12,10.78,few clouds
614,Nykoping,SE,58.753,17.0079,50.29,76,0,14.97,clear sky
615,Bachaquero,VE,9.9694,-71.1494,77.74,86,99,4.34,overcast clouds
616,Nouadhibou,MR,20.931,-17.0347,71.62,75,99,16.4,overcast clouds
617,Antalaha,MG,-14.9003,50.2788,77.59,60,11,12.44,few clouds
618,Bloomingdale,US,27.8936,-82.2404,76.86,90,0,3.44,clear sky
619,Tayoltita,MX,24.0833,-105.9333,64.4,91,2,4.38,clear sky
620,Batticaloa,LK,7.7102,81.6924,84.4,68,100,3.22,overcast clouds
621,Kuching,MY,1.55,110.3333,89.82,66,40,6.91,scattered clouds
622,Roma,US,43.2128,-75.4557,47.66,85,0,6.91,clear sky
623,Mana,GF,5.6592,-53.7767,76.78,88,84,5.46,broken clouds
624,Salym,RU,60.0625,71.4789,42.82,83,98,9.06,overcast clouds
625,Leiyang,CN,26.4024,112.8591,84.33,24,12,15.1,few clouds
626,Boffa,GN,10.1667,-14.0333,76.5,94,100,4.85,light rain
627,Ferrol,ES,43.4832,-8.2369,61.72,94,100,5.21,overcast clouds
628,Kiri Buru,IN,22.0833,85.35,81.5,74,62,4.43,broken clouds
629,Berlevag,NO,70.8578,29.0864,44.6,93,75,9.22,broken clouds
630,Omaha,US,41.2586,-95.9378,37.35,65,0,12.66,clear sky
631,Payo,ID,-3.7508,103.6372,86.81,69,85,3.11,overcast clouds
632,Mogadishu,SO,2.0371,45.3438,80.98,74,100,14.32,overcast clouds
633,Chulman,RU,56.8479,124.9104,26.69,92,99,10.36,overcast clouds
634,Luang Prabang,LA,19.8856,102.1347,88.61,37,100,3.83,overcast clouds
635,Cumbitara,CO,1.6517,-77.5823,57.76,98,100,0.45,light rain
636,Samarai,PG,-10.6167,150.6667,81.75,83,63,10.67,broken clouds
637,Mayo,US,38.8876,-76.5119,59.95,93,40,5.75,scattered clouds
638,Iracoubo,GF,5.4802,-53.2011,76.71,90,99,5.23,overcast clouds
639,Honiara,SB,-9.4333,159.95,79.74,83,55,3.74,broken clouds
640,Ust-Shonosha,RU,61.1531,41.343,45.95,89,100,12.39,overcast clouds
641,Jaisalmer,IN,26.9147,70.9181,93.83,10,0,2.66,clear sky
642,Oussouye,SN,12.485,-16.5469,76.17,86,81,5.86,light rain
643,Leshukonskoye,RU,64.8989,45.7622,44.51,93,100,10.67,overcast clouds
644,Dese,ET,11.1333,39.6333,63.34,52,0,6.64,clear sky
645,Turayf,SA,31.6725,38.6637,86.5,14,5,9.01,clear sky
646,Sola,VU,-13.8833,167.55,81.05,78,37,16.4,scattered clouds
647,Tibagon,PH,7.2327,125.8628,85.95,74,94,6.11,overcast clouds
648,Tikrit,IQ,34.6071,43.6782,93.43,11,5,5.23,clear sky
649,Abu Samrah,SY,35.3029,37.1841,78.8,29,29,2.55,scattered clouds
650,Santa Rosa,PH,14.3122,121.1114,86.09,76,100,10.71,overcast clouds
651,Matara,LK,5.9485,80.5353,82.18,70,99,11.83,overcast clouds
652,Geraldton,AU,-28.7667,114.6,70.21,46,0,19.57,clear sky
653,Middelburg,ZA,-25.7751,29.4648,74.26,34,14,9.93,few clouds
654,Aviles,ES,43.5547,-5.9248,62.92,97,75,3.44,broken clouds
655,Pereleshino,RU,51.7376,40.1388,46.0,58,96,9.06,overcast clouds
656,Mezhdurechensk,RU,53.6942,88.0603,51.96,74,100,4.9,overcast clouds
657,Mikuni,JP,36.2171,136.1519,67.08,79,100,2.91,moderate rain
658,Iki-Burul,RU,45.8208,44.6472,55.24,40,100,14.12,overcast clouds
659,Menongue,AO,-14.6585,17.691,76.6,45,93,9.17,overcast clouds
660,Umm Lajj,SA,25.0213,37.2685,87.71,51,6,6.35,clear sky
661,Buta,CD,2.7858,24.73,81.01,62,74,0.38,broken clouds
662,Udayagiri,IN,20.1333,84.3833,77.77,81,61,4.41,broken clouds
663,Hyeres,FR,43.1167,6.1167,70.74,79,0,4.61,clear sky
664,Birjand,IR,32.8663,59.2211,79.77,11,0,13.69,clear sky
665,Iquique,CL,-20.2208,-70.1431,59.04,67,21,6.42,few clouds
666,Cascais,PT,38.6979,-9.4215,65.97,92,40,11.99,scattered clouds
667,Carora,VE,10.1755,-70.0827,72.75,84,44,2.57,scattered clouds
668,Dunedin,NZ,-45.8742,170.5036,49.8,81,100,7.54,overcast clouds
669,Kosonsoy,UZ,41.2561,71.5508,64.96,18,88,7.29,overcast clouds
670,Cuauhtemoc,MX,28.4167,-106.8667,51.33,63,53,3.91,broken clouds
671,Almaty,KZ,43.25,76.95,66.11,21,75,4.47,broken clouds
672,Santa Paula,US,34.3542,-119.0593,63.27,86,3,2.13,clear sky
673,Menomonie,US,44.8755,-91.9193,35.64,80,100,14.97,overcast clouds
674,Ulaanbaatar,MN,47.9077,106.8832,41.13,20,0,4.47,clear sky
675,La Asuncion,VE,11.0333,-63.8628,78.93,84,14,9.69,light rain
676,Santa Fe,AR,-31.6333,-60.7,57.02,84,15,5.99,light rain
677,Traverse City,US,44.7631,-85.6206,40.33,99,100,8.25,overcast clouds
678,Hare Bay,CA,48.8499,-54.0148,51.19,92,100,16.11,light rain
679,Karratha,AU,-20.7377,116.8463,85.69,34,0,16.08,clear sky
680,Snyder,US,32.7179,-100.9176,55.74,94,100,10.36,moderate rain
681,Nanyang,CN,32.9947,112.5328,69.31,25,22,11.25,few clouds
682,Manturovo,RU,58.3353,44.7619,45.48,68,100,12.88,overcast clouds
683,Waipawa,NZ,-41.4122,175.5153,47.39,83,1,5.17,clear sky
684,Cabildo,AR,-38.4842,-61.8954,49.19,67,92,10.0,overcast clouds
685,Porto Novo,BJ,6.4965,2.6036,81.48,74,75,3.27,broken clouds
686,Bolivar,US,37.6145,-93.4105,46.58,69,1,9.71,clear sky
687,Rotherham,GB,53.4301,-1.3568,56.86,85,100,13.62,overcast clouds
688,Roald,NO,62.5833,6.1333,51.75,76,40,9.22,scattered clouds
689,Nioro,GM,13.35,-15.75,76.39,88,96,0.54,overcast clouds
690,Nizhniy Tsasuchey,RU,50.5167,115.1333,41.47,27,0,5.75,clear sky
691,Ecuandureo,MX,20.1667,-102.1833,60.55,84,100,2.26,overcast clouds
692,Braganca,BR,-1.0536,-46.7656,75.27,89,71,1.99,broken clouds
693,Phalaborwa,ZA,-23.943,31.1411,79.16,51,97,1.68,overcast clouds
